label,text
From: John Boehner (Representative from Ohio),Early coverage of Weekly GOP Address: http://t.co/RBuz3Oy4pk @RepFitzpatrick celebrates spirit &amp; ingenuity of America‰Ûªs workers
From: Stephen Fincher (Representative from Tennessee),Botanical Gardens http://t.co/QrirXQyufb
From: Bruce Braley (Representative from Iowa),Part of the great turnout to meet @Carole_King yesterday at our Des Moines canvass kickoff. Thanks Cece Ibson! http://t.co/kq2n79nkHw
From: Yvette Clarke (Representative from New York),RT @PrettyGirlCEO: åÇ@OfficialCBC WATCH: Rep. @YvetteClarke speaking now. http://t.co/R3gSGW0RLh #CIRnowåÈ
From: Robert Goodlatte (Representative from Virginia),Voted to defund #Obamacare today. #SenateMustAct
From: Gerald Connolly (Representative from Virginia),Great night for Springfield residents with the pre-opening of the new Springfield Town Center. Congrats to Sup. Jeff McKay for his hard work
From: Rodney Davis (Representative from Illinois),Push to get more local say in federal infrastructure funding via @HOI19news http://t.co/xh4OK6k20W
From: John Rockefeller IV (Senator from West Virginia),New federal investment will support highway safety &amp; distracted driving prevention initiatives in #WV. http://t.co/BEAEYwozp8 (2/2)
From: Mike Kelly (Representative from Pennsylvania),Creating #jobs through opening new markets is a major priority for me and my House colleagues. #4Jobs http://t.co/XZK8uCO8rk
From: Elizabeth Esty (Representative from Connecticut),"RT if you agree! On #EqualPayDay, let‰Ûªs make sure that America‰Ûªs hardworking women get the equal pay they deserve http://t.co/ikWSLOY3bj"
From: Marco Rubio (Senator from Florida),.@WSJ features @VanderbiltOwen Prof. Palacios' income share agreements. My bill creates a legal framework for ISAs http://t.co/TYvfE95Dn2
From: Bernard Sanders (Senator from Vermont),"The US has lost over 63,000 manufacturing plants since 2001. #Detroit"
From: Gregory Meeks (Representative from New York),The degrees received today symbolize your willingness &amp; responsibility of leading us into the future @YorkCollegeCUNY http://t.co/4HfJsADbpa
From: Mark Pocan (Representative from Wisconsin),New bipartisan agreement to #RenewUI. Let's see what excuses not to act the #GOP will come up with this time. http://t.co/3KhzDXHJth
From: Eric Cantor (Representative from Virginia),Pausing to honor those at #Tiananmen who stood up for human rights and democracy in China. http://t.co/RdrKWH4nhj http://t.co/Tv1nCIeLoa
From: Donald Payne Jr. (Representative from New Jersey),"""This country offered you a basic bargain that your hard work wld be rewarded w fair wages and benefits"" -BO #Abetterbargain #raisethewage"
From: Tim Ryan (Representative from Ohio),Look what city showed up on #Jeopardy tonight! #Youngstown #Ohio #Trebek http://t.co/n3IUs47sD6
From: Jeff Merkley (Senator from Oregon),"The ""breaking the rules by changing the rules"" talking point you've been hearing is false. http://t.co/f7YGMeUl5z"
From: Bill Huizenga (Representative from Michigan),@profjonathan: House voted to replace twice w/ no movement from POTUS or Senate.  A lack of action is not an acceptable response
From: Tim Murphy (Representative from Pennsylvania),"Kelly: ""It's going to mean higher premiums and higher costs."" #RateShock http://t.co/b9eDvJuM4P"
From: Jo Ann Emerson (Representative from Missouri),So great to meet all the wonderful women leading co-ops as managers and CEOs in regions 7&amp;9! http://t.co/qeUmHlL2uc
From: Paul Tonko (Representative from New York),It's time to help #FamiliesSucceed by modernizing our workplace policies ‰ Õ http://t.co/EIiWat8jWH http://t.co/MVbdlA3x8J
From: James Moran (Representative from Virginia),"We came together 20yrs ago w/ a commitment to our moms, sisters, daughters, + friends that violence has no place in a relationship #VAWA20"
From: Ted Cruz (Senator from Texas),"Prayers for the Navy Yard victims, their families and for first responders who rushed to protect those in danger and work to secure the area"
From: John Lewis (Representative from Georgia),"Happy 100th Birthday, Rosa Parks! From the bottom of my heart to the precious memory of your soul, thank you for standing up by sitting down"
From: Johnny Isakson (Senator from Georgia),"Pleased to join @unitedwayatl at #myyplatlanta luncheon. Will be spking ab leadership, prof devel &amp; public service. http://t.co/TqVVMlMCCJ"
From: Dean Heller (Senator from Nevada),Stolen Valor Act Clears Senate via @Militarydotcom http://t.co/hVx2Iyc5x8
From: Jack Reed (Senator from Rhode Island),Heading to Senate floor w/ @SenDeanHeller to try to advance bipartisan #RenewUI help for job seekers. Watch live: http://t.co/NGyHWBgYeC
From: Alan Lowenthal (Representative from California),"3.7 million men, women, and children are on the front lines of #ClimateChange ‰ÛÒ and that number will only grow. http://t.co/YuEbzZAVvh"
From: Lynn Jenkins (Representative from Kansas),There are a lot of areas where the government can #cutwaste with little pain inflicted on hardworking Americans. http://t.co/4f1y5xmd2Q
From: Doug Lamborn (Representative from Colorado),Please click here to listen to my #SOTU reaction interview with @KRDONewsRadio  http://t.co/GVKwvND5er
From: Rick Nolan (Representative from Minnesota),.@lowtheband Hey! I voted for farmers mrkt prgms in the Farm Bill &amp; voted to bring troops home from Afghanistan #SoundOff
From: Frank LoBiondo (Representative from New Jersey),Presented Cong. citation to @TSA officer Matthew Paul of Fairfield Twp for saving 2 motorists from burning car http://t.co/tNnRUjxbeB
From: Mark Warner (Senator from Virginia),RT @NHPCO_news: Thank you to Senator @MarkWarner for End-of-Life Care Planning Act 2013 #EOL #hospice #hpm  http://t.co/Gnmm3O7n45 via @sha‰Û_
From: James Lankford (Representative from Oklahoma),Just voted to clarify that the FAA can #cutwastenotworkers
From: Patrick Murphy (Representative from Florida),@HouseNewDems are fighting to spur economic growth. I'm proud to be a member. RT if you stand with us.
From: Eric Swalwell (Representative from California),It's time for Congress to embrace 21st century technologies. Today's @SFGate @johndiazchron editorial agrees: http://t.co/5MNbLu0yOH
From: Jim Jordan (Representative from Ohio),The Wall Street Journal published my op-ed calling for a special prosecutor in the IRS scandal.... http://t.co/NCFntjm9gF
From: Doug Collins (Representative from Georgia),$25.4 trillion ‰ÛÒ the proposed U.S. debt in 2023 due to the #ObamaBudget
From: Bill Huizenga (Representative from Michigan),".@HollandSentinel: Huizenga talks budget, spending reform at early bird breakfast http://t.co/zGCsT5uDOk"
From: Michelle Lujan Grisham (Representative from New Mexico),"#FMLA took effect 20yrs ago, allowing Americans to care for a loved one or themselves w/o risking job. But there's more to do. #PaidLeaveNow"
From: Kevin Brady (Representative from Texas),Some good news from the Fed today http://t.co/2athXR6GtP
From: Robert Goodlatte (Representative from Virginia),"The Offshore Energy &amp; Jobs Act will unlock energy production #4jobs. Could create 2,000 new jobs in #VA."
From: Todd Rokita (Representative from Indiana),@indychristian IN DHS is one-stop contact regarding flood damage.
From: Dennis Ross (Representative from Florida),Had opportunity to participate in @BuildStrongUSA panel on importance of disaster mitigation. http://t.co/uOeIyRXrqf
From: Ileana Ros-Lehtinen (Representative from Florida),w/ @BBCWorld radio addressing the #GovernmentShutdown and its implications http://t.co/2jvmVqvYzz
From: Thad Cochran (Senator from Mississippi),"Innovative conservation projects in Miss. get @USDA_NRCS support to improve soil health, water quality. http://t.co/RuWWCEFH6h  #farmbill"
From: Scott Tipton (Representative from Colorado),Had the chance to question @mikeroweworks in today‰Ûªs @NatResources hearing on American energy #jobs. Watch: http://t.co/qJVCq7ooEH
From: Henry Cuellar (Representative from Texas),Today is a historic day for every American. Comprehensive Immigration Reform passed the Senate 68-32. I urge the House to act. #CIR #latism
From: Bill Huizenga (Representative from Michigan),Heading to the House floor to fight for the #GreatLakes &amp; Michigan Jobs! I will be offering a bipartisan amendment with Rep. Hahn (D-CA)
From: Eliot Engel (Representative from New York),"On #EarthDay, we must think globally and act locally to protect our environment."
From: Johnny Isakson (Senator from Georgia),The Workforce Investment Act #WIA is critically important to getting Americans back to work and meeting the modern demands of businesses.
From: Steve Stockman (Representative from Texas),This budget deal is not a step toward small government. It makes Obama's exploding spending permanent by giving it a GOP stamp of approval.
From: Emanuel Cleaver II (Representative from Missouri),"If they do not hear our cries in the street, let them hear us in the voting booth."
From: Ted Cruz (Senator from Texas),Don't miss it! Will be live w/ @PrattonTexas at 5:05 PM CT. Tune in to KFYO or catch it online: http://t.co/4jhcvY7Ilv
From: Bernard Sanders (Senator from Vermont),"VIDEO: Sen. Sanders talks with @Toure, @KrystalBall1, @SteveKornacki &amp; @SECupp on @thecyclemsnbc: http://t.co/Amuqsr2ych #Budget"
From: Tom Harkin (Senator from Iowa),"The @TheHawkEye editorial board calls my proposal to give 28M American workers a raise &amp; #RaiseTheWage to $10.10, ""the thing to do."""
From: Vicky Hartzler (Representative from Missouri),RT @columbiatribune: Overnight shelter set up at #CoMo church for those still without power. http://t.co/xzYazkmFO3
From: Jackie Walorski (Representative from Indiana),VIDEO: College students tell @SenateDems and Obama: #DontDoubleMyRate http://t.co/ku3zvn8wjF
From: Ron Kind (Representative from Wisconsin),"That‰Ûªs why I, along with nearly 200 of my colleagues, petitioned Speaker Boehner to allow a vote on raising the #MinimumWage. #RaisetheWage"
From: Elijah Cummings (Representative from Maryland),"All 15 IRS employees interviewed- including self-ID‰Ûªed Republicans, say no political motivation or WH role #IRS http://t.co/Scm9DFWehO"
From: Lynn Jenkins (Representative from Kansas),The 1st Amendment protects #ReligiousFreedom for everyone &amp; no American should be compelled to violate their convictions. #HobbyLobby
From: Chris Collins (Representative from New York),"I am now on Google Plus. For additional updates and information, you can follow me here: http://t.co/ofdap4JWD6."
From: Ander Crenshaw (Representative from Florida),Keeping the pressure on the #!RS. Watch live stream of my 10 a.m. Capitol Hill hearing with Commissioner Koskinen on http://t.co/HYtBu3HYbM.
From: Angus King (Senator from Maine),Catch up on my visit to @SMCCMaine's Maine Advanced Technology &amp; Engineering Center in Brunswick: http://t.co/TrmJlKPBty #mepolitics
From: Eddie Johnson (Representative from Texas),"I want to thank my presenters at the "" A World of Women for World Peace Conference""  for inspiring the audience... http://t.co/q6g7mZAlrK"
From: Christopher Murphy (Senator from Connecticut),We have a constitutional responsibility and it is incumbent upon us to ensure that we never go into a war divided. #Maddow
From: John Carney (Representative from Delaware),"Congrats to Courtney Voshell, @DrVosh_DHS, from Dover High on being named National Assistant Principal of the Year! http://t.co/m8Jo8BWGco"
From: Paul Ryan (Representative from Wisconsin),Watch today‰Ûªs Budget Committee hearing on the President‰Ûªs funding request for overseas contingency operations here: http://t.co/MZGSekCLPE
From: Janice Hahn (Representative from California),Coming in to Pier A in #NY after touring the harbor with the special Panel on #Freight #Transportation. http://t.co/skGUnIg4VN
From: Brian Higgins (Representative from New York),It's @buffalonite in DC! Great to be with so many WNYers. http://t.co/3UWhdKqxb2
From: Adam Kinzinger (Representative from Illinois),@jazmynsierra01 Great to meet you guys.
From: Robert Goodlatte (Representative from Virginia),TODAY at 10AM: @HouseJudiciary will hold a hearing to examine balanced budget amendments. Tune in: http://t.co/daUM6bHeFb #BBA
From: Michael Crapo (Senator from Idaho),"Op-Ed: Last month, the #FDA took a welcome step in announcing it would revise its proposed fresh produce rules. http://t.co/1hr8OIQXJ9"
From: Dina Titus (Representative from Nevada),Wonderful costumes @ #DiadelosMuertos festival #OnlyInDistrict1 http://t.co/7BJWqIKd4C
